,Artist,Genres,Songs,Popularity,Link
650,The Edwin Hawkins Singers,"['Gospel', ' Jazz']",13.0,0.0,/the-edwin-hawkins-singers/
651,Melosweet,"['Gospel', 'Romantic', ' Instrumental']",58.0,0.0,/melosweet/
652,Kutless,"['Gospel', ' Rock', ' Pop/Rock']",110.0,0.0,/kutless/
653,Underoath,"['Hardcore', 'Gospel', ' Rock']",81.0,0.0,/underoath/
654,Jimmy Needham,"['Gospel', 'Romantic', ' Blues']",52.0,0.0,/jimmy-needham/
655,Rachael Lampa,"['Gospel', ' Pop', ' R&B']",71.0,0.0,/rachael-lampa/
656,Brian Littrell,"['Gospel', ' Pop', 'Romantic']",20.0,0.0,/brian-littrell/
657,Shawn Mcdonald,"['Gospel', ' Pop', ' Surf Music']",76.0,0.0,/shawn-mcdonald/
658,Hillsong Kids,"['Gospel', ""Children's music"", ' Pop/Rock']",67.0,0.0,/hillsong-kids/
659,Italo Villar,['Gospel'],25.0,0.0,/italo-villar/
660,Jon Foreman,['Gospel'],62.0,0.0,/jon-foreman/
661,HB,"['Gospel', ' Heavy Metal', ' Rock']",64.0,0.0,/hb/
662,Sebhasttião Alves,['Gospel'],48.0,0.1,/sebhasttiao-alves/
663,Praise Machine,"['Gospel', ' Pop/Rock']",27.0,0.0,/praise-machine/
664,Youthful Praise,"['Gospel', ' Electronica']",107.0,0.0,/youthful-praise/
665,Group 1 Crew,"['Gospel', ' Hip Hop', ' Dance']",48.0,0.0,/group-1-crew/
666,Death Therapy,"['Gospel', ' Metal']",29.0,0.0,/death-therapy/
667,Love Song,['Gospel'],5.0,0.0,/love-song/
668,Krystal Meyers,"['Gospel', ' Pop/Rock', ' Rock']",37.0,0.0,/krystal-meyers/
669,Bem da Hora,"['Gospel', ' Pop', ' Pop/Rock']",24.0,0.0,/bem-da-hora/
670,Banda Alien,"['Gospel', 'Alternative Rock']",11.0,0.0,/banda-alien/
671,Evanescence,"['Rock', 'Alternative Rock', 'Gothic Rock']",147.0,28.2,/evanescence/
672,The Cure,"['Gothic Rock', ' Rock']",262.0,5.1,/the-cure/
673,Era,"['New Age', 'Gothic Rock', 'Classic']",50.0,3.0,/era/
674,Marilyn Manson,"['Industrial', ' Rock', ' Heavy Metal']",227.0,2.7,/marilyn-manson/
675,Nightwish,"['Heavy Metal', ' Rock', 'Gothic Rock']",147.0,2.2,/nightwish/
676,Faith No More,"['Alternative Rock', ' Heavy Metal', ' Rock']",101.0,2.2,/faith-no-more/
677,Placebo,"['Rock', ' Indie', 'Gothic Rock']",168.0,1.5,/placebo/
678,Within Temptation,"['Rock', 'Gothic Rock', ' Heavy Metal']",133.0,1.0,/within-temptation/
679,The Sisters of Mercy,['Gothic Rock'],72.0,0.0,/the-sisters-of-mercy/
680,Siouxsie And The Banshees,['Gothic Rock'],146.0,0.0,/siouxsie-and-the-banshees/
681,Cradle of Filth,"['Heavy Metal', 'Gothic Rock']",169.0,0.0,/cradle-of-filth/
682,The Rasmus,"['Rock', 'Gothic Rock']",127.0,0.0,/the-rasmus/
683,The Mission,"['Gothic Rock', ' Rock']",132.0,0.0,/the-mission/
684,HIM,"['Rock', ' Heavy Metal', 'Gothic Rock']",113.0,0.0,/him/
685,Amy Lee,"['Rock', 'Gothic Rock', ' Hard Rock']",33.0,0.0,/amy-lee/
686,Lacuna Coil,"['Heavy Metal', 'Gothic Rock', ' Rock']",294.0,0.0,/lacuna-coil/
687,Cocteau Twins,"['Indie', 'Gothic Rock']",98.0,0.0,/cocteau-twins/
688,Lacrimosa,['Gothic Rock'],143.0,0.1,/lacrimosa/
689,Bauhaus,['Gothic Rock'],72.0,0.0,/bauhaus/
690,Tristania,"['Gothic Rock', ' Heavy Metal', ' Rock']",79.0,0.0,/tristania/
691,Therion,"['Gothic Rock', ' Heavy Metal']",224.0,0.0,/therion/
692,Peter Murphy,['Gothic Rock'],54.0,0.0,/peter-murphy/
693,Fields Of The Nephilim,['Gothic Rock'],49.0,0.0,/fields-of-the-nephilim/
694,Gene Loves Jezebel,"['Gothic Rock', ' Rock', ' Hard Rock']",52.0,0.0,/gene-loves-jezebel/
695,The Birthday Massacre,"['Gothic Rock', ' Industrial']",82.0,0.0,/birthday-massacre/
696,The 69 Eyes,"['Gothic Rock', ' Heavy Metal', ' Rock']",123.0,0.0,/the-69-eyes/
697,Sirenia,"['Gothic Rock', ' Heavy Metal', ' Hard Rock']",89.0,0.0,/sirenia/
698,We Are The Fallen,"['Gothic Rock', ' Rock', 'Alternative Rock']",13.0,0.0,/we-are-the-fallen/
699,Alien Sex Fiend,"['Gothic Rock', ' Punk Rock']",50.0,0.0,/alien-sex-fiend/
700,Xandria,"['Heavy Metal', 'Gothic Rock', ' Instrumental']",97.0,0.0,/xandria/
701,Voltaire,"['Gothic Rock', ' Rock', ' Pop/Rock']",97.0,0.0,/voltaire/
702,Clan of Xymox,['Gothic Rock'],102.0,0.0,/clan-of-xymox/
703,Xmal Deutschland,"['Gothic Rock', ' New Wave']",42.0,0.0,/xmal-deutschland/
704,Deathstars,"['Industrial', 'Gothic Rock', ' Heavy Metal']",47.0,0.0,/deathstars/
705,Diary of Dreams,"['Gothic Rock', ' Industrial', ' Electronica']",130.0,0.0,/diary-of-dreams/
706,In The Dark,"['Gothic Rock', ' Metal', ' Rock']",8.0,0.0,/in-the-dark/
707,Tones On Tail,['Gothic Rock'],3.0,0.0,/tones-on-tail/
708,Theatres Des Vampires,"['Gothic Rock', ' Heavy Metal']",87.0,0.0,/theatres-des-vampires/
709,Pearl Jam,"['Grunge', ' Rock', 'Alternative Rock']",223.0,28.2,/pearl-jam/
710,Nirvana,"['Rock', ' Grunge', 'Alternative Rock']",128.0,40.3,/nirvana/
711,Foo Fighters,"['Alternative Rock', ' Rock', ' Hard Rock']",188.0,19.9,/foo-fighters/
712,Alice In Chains,"['Grunge', ' Rock']",107.0,4.0,/alice-in-chains/
713,Silverchair,"['Rock', ' Grunge']",91.0,2.2,/silverchair/
714,Smashing Pumpkins,"['Grunge', ' Rock', 'Alternative Rock']",279.0,2.2,/smashing-pumpkins/
715,Soundgarden,"['Rock', ' Grunge']",120.0,1.5,/soundgarden/
716,Soul Asylum,"['Rock', ' Grunge']",156.0,1.0,/soul-asylum/
717,Stone Temple Pilots,"['Grunge', ' Rock', 'Alternative Rock']",111.0,1.0,/stone-temple-pilots/
718,Temple Of The Dog,"['Grunge', ' Rock', 'Alternative Rock']",10.0,0.0,/temple-of-the-dog/
719,Hole,"['Alternative Rock', ' Grunge']",104.0,0.0,/hole/
720,Mark Lanegan,"['Alternative Rock', ' Grunge']",146.0,0.0,/mark-lanegan/
721,L7,"['Grunge', ' Punk Rock', 'Alternative Rock']",73.0,0.0,/l7/
722,Mudhoney,"['Grunge', 'Alternative Rock']",152.0,0.0,/mudhoney/
723,Dinosaur Jr.,"['Alternative Rock', ' Grunge']",122.0,0.0,/dinosaur-jr/
724,Mother Love Bone,['Grunge'],18.0,0.0,/mother-love-bone/
725,Superchunk,"['Alternative Rock', ' Indie', ' Grunge']",119.0,0.0,/superchunk/
726,Tad,"['Grunge', ' Heavy Metal', ' Punk Rock']",49.0,0.0,/tad/
727,Bon Jovi,"['Hard Rock', ' Rock', ' Pop/Rock']",376.0,45.9,/bon-jovi/
728,Scorpions,"['Rock', ' Hard Rock', ' Heavy Metal']",269.0,41.5,/scorpions/
729,Guns N' Roses,"['Hard Rock', ' Rock', ' Heavy Metal']",104.0,33.3,/guns-n-roses/
730,Queen,"['Rock', ' Hard Rock', 'Progressive Music']",253.0,39.7,/queen/
731,Linkin Park,"['Alternative Rock', ' Rap', ' Rock']",229.0,31.2,/linkin-park/
732,Metallica,"['Rock', ' Hard Rock', ' Heavy Metal']",180.0,24.3,/metallica/
733,System of a Down,"['Heavy Metal', ' Hard Rock', ' Rock']",115.0,16.1,/system-of-a-down/
734,Aerosmith,"['Rock', ' Hard Rock', ' Heavy Metal']",249.0,18.8,/aerosmith/
735,Iron Maiden,"['Heavy Metal', ' Rock', ' Hard Rock']",199.0,11.6,/iron-maiden/
736,Led Zeppelin,"['Rock', ' Hard Rock', ' Heavy Metal']",95.0,13.8,/led-zeppelin/
737,Slipknot,"['Hard Rock', ' Heavy Metal', ' Rock']",129.0,8.6,/slipknot/
738,Black Sabbath,"['Heavy Metal', ' Hard Rock', ' Rock']",195.0,6.0,/black-sabbath/
739,Kansas,"['Progressive Music', ' Hard Rock', ' Rock']",140.0,5.4,/kansas/
740,Avenged Sevenfold,"['Hard Rock', ' Heavy Metal', ' Rock']",119.0,5.3,/avenged-sevenfold/
741,Kiss,"['Rock', ' Hard Rock', ' Heavy Metal']",276.0,6.0,/kiss/
742,Audioslave,"['Hard Rock', ' Rock']",50.0,6.2,/audioslave/
743,Ozzy Osbourne,"['Rock', ' Hard Rock', ' Heavy Metal']",188.0,4.4,/ozzy-osbourne/
744,Extreme,"['Hard Rock', ' Rock']",74.0,6.1,/extreme/
745,Rage Against The Machine,"['Rock', ' Hard Rock', ' Rap']",67.0,4.0,/rage-against-the-machine/
746,My Chemical Romance,"['Alternative Rock', ' Punk Rock', ' Rock']",96.0,3.3,/my-chemical-romance/
747,Van Halen,"['Hard Rock', ' Heavy Metal', ' Rock']",139.0,3.4,/van-halen/
748,Journey,"['Soft Rock', ' Rock', ' Hard Rock']",174.0,3.4,/journey/
749,Disturbed,"['Rock', ' Hard Rock', ' Heavy Metal']",128.0,2.8,/disturbed/
750,Bring Me The Horizon,"['Rock', ' Hardcore', ' Heavy Metal']",112.0,2.7,/bring-me-the-horizon/
751,Deep Purple,"['Hard Rock', ' Heavy Metal', ' Rock']",261.0,2.8,/deep-purple/
752,Whitesnake,"['Hard Rock', ' Rock']",163.0,3.1,/whitesnake/
753,CPM 22,"['Hardcore', ' Punk Rock', ' Rock']",120.0,1.8,/cpm-22/
754,Three Days Grace,"['Rock', ' Hard Rock', 'Alternative Rock']",87.0,2.0,/three-days-grace/
755,Limp Bizkit,"['Rock', ' Hard Rock', ' Hip Hop']",144.0,2.5,/limp-bizkit/
756,Survivor,"['Hard Rock', ' Rock']",87.0,1.6,/survivor/
757,Stone Sour,"['Rock', ' Hard Rock', ' Heavy Metal']",126.0,1.9,/stone-sour/
758,Ghost,"['Heavy Metal', ' Hard Rock', ' Rock']",66.0,2.5,/ghost/
759,Megadeth,"['Heavy Metal', ' Hard Rock', ' Rock']",191.0,1.4,/megadeth/
760,Alice Cooper,"['Rock', ' Hard Rock', ' Heavy Metal']",330.0,1.4,/alice-cooper/
761,Heart,"['Rock', ' Hard Rock']",154.0,1.6,/heart/
762,Greta Van Fleet,"['Rock', ' Hard Rock']",34.0,1.3,/greta-van-fleet/
763,Slash,"['Rock', ' Hard Rock', ' Heavy Metal']",103.0,0.9,/slash/
764,The Pretty Reckless,"['Alternative Rock', ' Hard Rock', ' Rock']",86.0,1.2,/the-pretty-reckless/
765,Europe,"['Hard Rock', ' Rock', ' Heavy Metal']",141.0,1.0,/europe/
766,Mötley Crüe,"['Hard Rock', ' Heavy Metal']",169.0,1.0,/motley-crue/
767,Asking Alexandria,"['Rock', ' Hard Rock', ' Hardcore']",113.0,0.0,/asking-alexandria/
768,Queens Of The Stone Age,"['Rock', ' Hard Rock', 'Alternative Rock']",106.0,1.0,/queens-of-the-stone-age/
769,Judas Priest,"['Hard Rock', ' Heavy Metal']",215.0,1.0,/judas-priest/
770,Skid Row,"['Hard Rock', ' Rock']",85.0,1.0,/skid-row/
771,Twisted Sister,['Hard Rock'],86.0,1.4,/twisted-sister/
772,Breaking Benjamin,"['Rock', ' Hard Rock', 'Alternative Rock']",83.0,1.0,/breaking-benjamin/
773,Bullet For My Valentine,"['Heavy Metal', ' Rock', ' Hard Rock']",103.0,1.0,/bullet-for-my-valentine/
774,Dio,"['Hard Rock', ' Heavy Metal', ' Rock']",126.0,1.0,/dio/
775,Papa Roach,"['Rock', ' Hardcore', ' Hard Rock']",163.0,1.0,/papa-roach/
776,Rainbow,"['Hard Rock', ' Heavy Metal', ' Rock']",75.0,0.0,/rainbow/
777,Def Leppard,['Hard Rock'],163.0,0.0,/def-leppard/
778,Mr. Big,"['Hard Rock', ' Rock', 'Romantic']",112.0,1.0,/mr-big/
779,Poison,"['Hard Rock', ' Heavy Metal', ' Rock']",115.0,1.0,/poison/
780,Joan Jett & The Blackhearts,"['Rock', ' Punk Rock', ' Hard Rock']",179.0,1.0,/joan-jett-the-blackhearts/
781,Cheap Trick,"[' Rock', ' Hard Rock']",200.0,0.0,/cheap-trick/
782,Uriah Heep,"['Hard Rock', ' Rock', ' Heavy Metal']",263.0,0.0,/uriah-heep/
783,Bad Company,"['Hard Rock', ' Rock', ' Blues']",104.0,0.0,/bad-company/
784,Quiet Riot,"['Hard Rock', ' Heavy Metal', ' Rock']",72.0,0.0,/quiet-riot/
785,Dragonforce,"['Heavy Metal', ' Hard Rock', ' Rock']",90.0,0.0,/dragonforce/
786,The Darkness,['Hard Rock'],81.0,0.0,/the-darkness/
787,New Model Army,"['Rock', ' Hard Rock']",169.0,0.0,/new-model-army/
788,Cinderella,['Hard Rock'],54.0,0.0,/cinderella/
789,Boston,"['Hard Rock', ' Rock', 'Classic']",54.0,1.0,/boston/
790,Blue Öyster Cult,"['Hard Rock', ' Heavy Metal', ' Rock']",114.0,0.0,/blue-oyster-cult/
791,Tesla,['Hard Rock'],113.0,2.3,/tesla/
792,Velvet Revolver,"['Hard Rock', ' Rock', ' Heavy Metal']",36.0,0.0,/velvet-revolver/
793,Manic Street Preachers,"['Indie', ' Rock', ' Hard Rock']",270.0,0.0,/manic-street-preachers/
794,Gloria,"['Rock', ' Hard Rock', ' Hardcore']",69.0,0.0,/gloria/
795,Living Colour,['Hard Rock'],53.0,0.0,/living-colour/
796,Blackmore's Night,"['Hard Rock', ' Folk', ' New Age']",103.0,0.0,/blackmores-night/
797,Saliva,"['Heavy Metal', ' Hard Rock', ' Rock']",90.0,0.0,/saliva/
798,Zakk Wylde,"['Hard Rock', ' Heavy Metal']",52.0,0.0,/zakk-wylde/
799,White Lion,"['Hard Rock', ' Heavy Metal']",29.0,0.0,/white-lion/
800,The Runaways,"['Hard Rock', ' Rock', ' Punk Rock']",50.0,0.0,/runaways/
801,David Coverdale,['Hard Rock'],44.0,0.0,/david-coverdale/
802,Fair Warning,"['Hard Rock', ' Heavy Metal']",47.0,0.0,/fair-warning/
803,Glenn Hughes,"['Hard Rock', ' Rock']",151.0,0.0,/glenn-hughes/
804,Lordi,"['Hard Rock', ' Heavy Metal']",102.0,0.0,/lordi/
805,Dr. Sin,"['Rock', ' Hard Rock', ' Heavy Metal']",109.0,0.0,/dr-sin/
806,Rob Rock,"['Hard Rock', ' Heavy Metal', 'Gospel']",40.0,0.0,/rob-rock/
807,Saigon Kick,['Hard Rock'],20.0,0.0,/saigon-kick/
808,Down,"['Heavy Metal', ' Hard Rock', ' Country']",44.0,0.0,/down/
809,Nelson,"['Hard Rock', 'Romantic', ' Pop']",81.0,0.0,/nelson/
810,Jeff Scott Soto,['Hard Rock'],47.0,0.0,/jeff-scott-soto/
811,Tank (Band),"['Hard Rock', ' Rock']",50.0,0.0,/tank-band/
812,Tyketto,"['Hard Rock', ' Rock']",34.0,0.0,/tyketto/
813,Talisman,['Hard Rock'],86.0,0.0,/talisman/
814,Iron Weasel,"['Rock', ' Hard Rock', ' Heavy Metal']",20.0,0.0,/iron-weasel/
815,Icon For Hire,"['Alternative Rock', ' Hard Rock']",43.0,0.0,/icon-for-hire/
816,Girlie Hell,"['Hard Rock', ' Heavy Metal', ' Rock']",7.0,0.0,/girlie-hell/
817,Dona Mag,"['Hard Rock', ' Rock']",10.0,0.0,/dona-mag/
818,Reduce,"['Punk Rock', ' Hard Rock', 'Alternative Rock']",9.0,0.0,/reduce/
819,The Offspring,"['Hardcore', ' Punk Rock', ' Rock']",155.0,5.0,/the-offspring/
820,Raimundos,"['Punk Rock', ' Hardcore', ' Rock']",121.0,2.8,/raimundos/
821,NOFX,"['Hardcore', ' Punk Rock']",305.0,1.6,/nofx/
822,Forfun,"['Alternative Rock', ' Hardcore', ' Reggae']",81.0,1.2,/forfun/
823,Dead Fish,"['Hardcore', ' Rock', ' Punk Rock']",146.0,0.0,/dead-fish/
824,A Day To Remember,"['Hardcore', ' Rock']",96.0,0.6,/a-day-to-remember/
825,Rise Against,"['Punk Rock', ' Hardcore', ' Rock']",136.0,0.0,/rise-against/
826,Falling In Reverse,"['Hardcore', ' Rock', ' Hard Rock']",65.0,0.0,/falling-in-reverse/
827,Face To Face,"['Punk Rock', ' Hardcore']",164.0,0.0,/face-to-face/
828,Cueio Limão,"['Hardcore', ' Punk Rock', ' Rock']",63.0,0.0,/cueio-limao/
829,Pennywise,"['Punk Rock', ' Hardcore', ' Rock']",171.0,0.0,/pennywise/
830,Ratos de Porão,"['Punk Rock', ' Hardcore']",148.0,0.0,/ratos-de-porao/
831,Hateen,"['Hardcore', ' Rock', ' Emocore']",80.0,0.0,/hateen/
832,Hollywood Undead,"['Rock', ' Hardcore', ' Rap']",105.0,0.0,/hollywood-undead/
833,Dead Kennedys,"['Hardcore', ' Punk Rock', ' Rock']",82.0,0.0,/dead-kennedys/
834,GG Allin,"['Hardcore', ' Punk Rock']",130.0,0.0,/gg-allin/
835,Suicidal Tendencies,"['Hardcore', ' Punk Rock', ' Heavy Metal']",120.0,0.0,/suicidal-tendencies/
836,Dance of Days,"[' Hardcore', ' Rock']",135.0,0.0,/dance-of-days/
837,The Exploited,"['Hardcore', ' Punk Rock']",105.0,0.0,/the-exploited/
838,Suicide Silence,"['Hardcore', ' Heavy Metal', ' Hard Rock']",74.0,0.0,/suicide-silence/
839,Fugazi,"['Hardcore', ' Punk Rock', ' Disco']",84.0,0.0,/fugazi/
840,Descendents,"['Punk Rock', ' Hardcore', ' Pop/Punk']",133.0,0.0,/descendents/
841,Hüsker Dü,"['Alternative Rock', ' Punk Rock', ' Hardcore']",120.0,0.0,/husker-du/
842,Atreyu,"['Hardcore', ' Heavy Metal', ' Rock']",108.0,0.0,/atreyu/
843,No Use For A Name,"['Hardcore', ' Punk Rock', ' Rock']",124.0,0.0,/no-use-for-a-name/
844,D.F.C.,"['Hardcore', ' Punk Rock', 'Gospel']",97.0,0.0,/dfc/
845,Black Flag,"['Hardcore', ' Punk Rock', ' Rock']",70.0,0.0,/black-flag/
846,Sugar Kane,['Hardcore'],98.0,0.0,/sugar-kane/
847,All,['Hardcore'],142.0,0.0,/all/
848,Biohazard,"['Hardcore', ' Heavy Metal', ' Punk Rock']",114.0,0.0,/biohazard/
849,Madball,"['Hardcore', ' Punk Rock', ' Rock']",78.0,0.0,/madball/
850,Eyes Set To Kill,"['Hardcore', ' Rock', ' Emocore']",69.0,0.0,/eyes-set-to-kill/
851,The Devil Wears Prada,"['Hardcore', 'Gospel', ' Heavy Metal']",77.0,0.0,/the-devil-wears-prada/
852,Sick Of It All,['Hardcore'],141.0,0.0,/sick-of-it-all/
853,Agnostic Front,"['Hardcore', ' Punk Rock']",112.0,0.0,/agnostic-front/
854,Circle Jerks,"['Hardcore', ' Punk Rock']",76.0,0.0,/circle-jerks/
855,Caliban,['Hardcore'],123.0,0.0,/caliban/
856,36 Crazyfists,"['Industrial', ' Heavy Metal', ' Hardcore']",78.0,0.0,/36-crazyfists/
857,Walls of Jericho,"['Hardcore', ' Heavy Metal', ' Punk Rock']",47.0,0.0,/walls-of-jericho/
858,Let's Go,"['Hardcore', ' Rock', ' Emocore']",25.0,0.0,/lets-go/
859,Attack Attack!,['Hardcore'],29.0,0.0,/attack-attack/
860,Maddiba,"['Hip Hop', ' Metal', ' Hardcore']",14.0,0.0,/maddiba/
861,Prong,"['Heavy Metal', ' Industrial', ' Hardcore']",40.0,0.0,/prong/
862,Undergust,['Hardcore'],6.0,0.0,/undergust/
863,Rammstein,"['Rock', ' Industrial', ' Heavy Metal']",172.0,32.5,/rammstein/
864,Angra,"['Rock', ' Heavy Metal']",125.0,2.6,/angra/
865,Korn,"['Heavy Metal', ' Rock', ' Hard Rock']",243.0,2.2,/korn/
866,Sepultura,['Heavy Metal'],212.0,1.5,/sepultura/
867,Five Finger Death Punch,['Heavy Metal'],112.0,1.8,/five-finger-death-punch/
868,Motörhead,"['Heavy Metal', ' Rock', ' Hard Rock']",267.0,0.8,/motorhead/
869,Cannibal Corpse,['Heavy Metal'],176.0,0.0,/cannibal-corpse/
870,Helloween,"['Heavy Metal', ' Rock']",266.0,1.0,/helloween/
871,Pantera,['Heavy Metal'],108.0,1.0,/pantera/
872,Black Label Society,['Heavy Metal'],146.0,1.0,/black-label-society/
873,Dream Theater,"['Progressive Music', ' Heavy Metal', ' Rock']",231.0,1.0,/dream-theater/
874,Slayer,['Heavy Metal'],148.0,3.0,/slayer/
875,Bruce Dickinson,['Heavy Metal'],108.0,1.0,/bruce-dickinson/
876,Manowar,"['Heavy Metal', ' Hard Rock', ' Rock']",112.0,0.0,/manowar/
877,Shaman,"['Heavy Metal', ' Rock', ' Hard Rock']",46.0,0.0,/shaman/
878,Amon Amarth,['Heavy Metal'],120.0,0.0,/amon-amarth/
879,Queensrÿche,"['Heavy Metal', ' Rock', 'Progressive Music']",152.0,1.0,/queensryche/
880,Stratovarius,"['Heavy Metal', ' Instrumental', ' Rock']",172.0,0.0,/stratovarius/
881,Mudvayne,"['Heavy Metal', ' Rock', ' Hard Rock']",77.0,0.0,/mudvayne/
882,Type O Negative,"['Heavy Metal', 'Gothic Rock']",79.0,0.0,/type-o-negative/
883,Rhapsody of Fire,['Heavy Metal'],169.0,0.0,/rhapsody/
884,Accept,['Heavy Metal'],178.0,0.0,/accept/
885,Blind Guardian,['Heavy Metal'],156.0,0.0,/blind-guardian/
886,W.A.S.P.,"['Heavy Metal', ' Hard Rock', ' Rock']",148.0,0.0,/wasp/
887,Apocalyptica,"['Instrumental', ' Heavy Metal']",51.0,0.0,/apocalyptica/
888,Saxon,['Heavy Metal'],172.0,0.0,/saxon/
889,Serj Tankian,"['Heavy Metal', ' Rock']",63.0,0.0,/serj-tankian/
890,Mercyful Fate,['Heavy Metal'],83.0,2.9,/mercyful-fate/
891,Drowning Pool,"['Heavy Metal', ' Hard Rock', ' Rock']",55.0,0.0,/drowning-pool/
892,Avantasia,"['Heavy Metal', ' Rock', ' Hard Rock']",86.0,0.0,/avantasia/
893,Sonata Arctica,"['Heavy Metal', ' Rock', ' Hard Rock']",154.0,0.0,/sonata-artica/
894,Trivium,['Heavy Metal'],136.0,0.0,/trivium/
895,HammerFall,['Heavy Metal'],130.0,0.0,/hammerfall/
896,Godsmack,"['Heavy Metal', ' Hard Rock', ' Rock']",96.0,0.0,/godsmack/
897,Danzig,"['Heavy Metal', ' Rock', ' Hard Rock']",139.0,0.0,/danzig/
898,Edguy,"['Heavy Metal', ' Rock', ' Hard Rock']",129.0,0.0,/edguy/
899,Arch Enemy,['Heavy Metal'],112.0,0.0,/arch-enemy/
900,Kamelot,"['Heavy Metal', 'Gothic Rock', ' Rock']",173.0,0.0,/kamelot/
901,In This Moment,"['Heavy Metal', ' Rock', ' Hardcore']",96.0,0.0,/in-this-moment/
902,Tenacious D,"['Rock', ' Heavy Metal', ' Hard Rock']",114.0,1.0,/tenacious-d/
903,Motionless In White,['Heavy Metal'],86.0,0.0,/motionless-in-white/
904,Iced Earth,"['Heavy Metal', ' Rock', ' Hard Rock']",156.0,0.0,/iced-earth/
905,Killswitch Engage,"['Heavy Metal', ' Rock', ' Hardcore']",102.0,0.0,/killswitch-engage/
906,Bathory,"['Metal', ' Heavy Metal', ' Rock']",149.0,0.0,/bathory/
907,Paradise Lost,"['Heavy Metal', 'Gothic Rock']",190.0,0.0,/paradise-lost/
908,Mastodon,['Heavy Metal'],104.0,0.0,/mastodon/
909,Dimmu Borgir,"['Heavy Metal', 'Gothic Rock']",101.0,0.0,/dimmu-borgir/
910,Massacration,"['Heavy Metal', ' Rock', ' Hard Rock']",31.0,0.0,/massacration/
911,Amorphis,['Heavy Metal'],129.0,0.0,/amorphis/
912,Lamb Of God,"['Heavy Metal', ' Rock', ' Hardcore']",110.0,0.0,/lamb-of-god/
913,Behemoth,['Heavy Metal'],128.0,0.0,/behemoth/
914,Mayhem,['Heavy Metal'],59.0,0.0,/mayhem/
915,Venom,"['Heavy Metal', ' Funk']",147.0,0.0,/venom/
916,Anthrax,"['Heavy Metal', ' Hard Rock', ' Rock']",180.0,0.0,/anthrax/
917,Death,"['Heavy Metal', 'Technopop']",68.0,0.0,/death/
918,Andre Matos,"['Heavy Metal', ' Rock', 'Classic']",41.0,0.0,/andre-matos/
919,Anathema,['Heavy Metal'],129.0,0.0,/anathema/
920,Napalm Death,"['Heavy Metal', ' Hardcore', ' New Wave']",252.0,0.0,/napalm-death/
921,After Forever,"['Heavy Metal', 'Gothic Rock', ' Rock']",76.0,0.0,/after-forever/
922,Axel Rudi Pell,"['Heavy Metal', ' Hard Rock', ' Rock']",139.0,0.0,/axel-rudi-pell/
923,All That Remains,"['Heavy Metal', ' Hardcore', ' Rock']",80.0,0.0,/all-that-remains/
924,Dope,['Heavy Metal'],90.0,0.0,/dope/
925,Jorn Lande,['Heavy Metal'],129.0,0.0,/jorn-lande/
926,MindFlow,"['Rock', ' Heavy Metal', ' Hard Rock']",50.0,0.0,/mindflow/
927,Brujeria,"['Heavy Metal', 'Gothic Rock']",109.0,0.0,/brujeria/
928,Savatage,"['Heavy Metal', ' Classic Rock', ' Hard Rock']",126.0,0.0,/savatage/
929,Theatre of Tragedy,"['Heavy Metal', 'Gothic Rock', 'Gospel']",82.0,0.0,/theatre-of-tragedy/
930,Moonspell,['Heavy Metal'],140.0,0.0,/moonspell/
931,Running Wild,"['Heavy Metal', ' Hard Rock']",148.0,0.0,/running-wild/
932,Yngwie Malmsteen,['Heavy Metal'],205.0,0.0,/yngwie-malmsteen/
933,Testament,['Heavy Metal'],128.0,0.0,/testament/
934,Symphony X,"['Heavy Metal', 'Progressive Music']",90.0,0.0,/symphony-x/
935,Carcass,"['Heavy Metal', ' Dance']",79.0,0.0,/carcass/
936,Rage,['Heavy Metal'],268.0,0.1,/rage/
937,The Gathering,"['Rock', ' Heavy Metal']",116.0,0.0,/the-gathering/
938,Tuatha de Danann,"['Heavy Metal', ' Folk', ' Rock']",50.0,0.0,/tuatha-de-danann/
939,Almah,"['Heavy Metal', 'Progressive Music']",61.0,0.0,/almah/
940,Kittie,"['Heavy Metal', ' Rock', 'Gothic Rock']",73.0,0.0,/kittie/
941,Dokken,"['Heavy Metal', ' Hard Rock']",127.0,0.0,/dokken/
942,Destruction,"['Heavy Metal', ' Metal', ' Soft Rock']",105.0,0.0,/destruction/
943,Soulfly,"['Heavy Metal', ' Metal', ' Reggae']",115.0,0.0,/soulfly/
944,Black Tide,"['Heavy Metal', ' Hard Rock', ' Rock']",39.0,0.0,/black-tide/
945,Dorsal Atlântica,['Heavy Metal'],99.0,0.0,/dorsal-atlantica/
946,Grave Digger,['Heavy Metal'],184.0,0.0,/grave-digger/
947,Children Of Bodom,"['Heavy Metal', 'Gothic Rock', ' Dance']",110.0,0.0,/children-of-bodom/
948,Primal Fear,"['Heavy Metal', ' Rock', ' Hard Rock']",125.0,0.0,/primal-fear/
949,Deicide,"['Heavy Metal', ' Hard Rock']",83.0,0.0,/deicide/
950,Danger Danger,"['Heavy Metal', ' Hard Rock', ' Rock']",48.0,0.0,/danger-danger/
951,Samael,['Heavy Metal'],90.0,0.0,/samael/
952,Belphegor,"['Heavy Metal', ' Hardcore']",68.0,0.0,/belphegor/
953,Burzum,['Heavy Metal'],67.0,0.0,/burzum/
954,Freedom Call,['Heavy Metal'],100.0,0.0,/freedom-call/
955,Riot,"['Heavy Metal', ' Rock']",90.0,0.0,/riot/
